Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
EASEMYTRIP,true,0.0,0.0,0.0,0.0,0.0
CAPLIPOINT,true,0.0,0.0,0.0,0.0,0.0
UTIAMC,true,0.0,0.0,0.0,0.0,0.0
KEC,true,0.0,0.0,0.0,0.0,0.0
CRAFTSMAN,true,0.0,0.0,0.0,0.0,0.0
TVSSCS,true,0.0,0.0,0.0,0.0,0.0
CHOLAHLDNG,true,0.0,0.0,0.0,0.0,0.0
EIHOTEL,true,0.0,0.0,0.0,0.0,0.0
HOMEFIRST,true,0.0,0.0,0.0,0.0,0.0
VIJAYA,true,0.0,0.0,0.0,0.0,0.0
JAIBALAJI,true,0.0,0.0,0.0,0.0,0.0
SWSOLAR,true,0.0,0.0,0.0,0.0,0.0
VIPIND,true,0.0,0.0,0.0,0.0,0.0
SAMMAANCAP,true,0.0,0.0,0.0,0.0,0.0
AAVAS,true,0.0,0.0,0.0,0.0,0.0
ALOKINDS,true,0.0,0.0,0.0,0.0,0.0
HONASA,true,0.0,0.0,0.0,0.0,0.0
RBA,true,0.0,0.0,0.0,0.0,0.0
AMBER,true,0.0,0.0,0.0,0.0,0.0
CONCORDBIO,true,0.0,0.0,0.0,0.0,0.0
PVRINOX,true,0.0,0.0,0.0,0.0,0.0
GSPL,true,0.0,0.0,0.0,0.0,0.0
NLCINDIA,true,0.0,0.0,0.0,0.0,0.0
PPLPHARMA,true,0.0,0.0,0.0,0.0,0.0
CAMPUS,true,0.0,0.0,0.0,0.0,0.0
VARROC,true,0.0,0.0,0.0,0.0,0.0
NAM-INDIA,true,0.0,0.0,0.0,0.0,0.0
JMFINANCIL,true,0.0,0.0,0.0,0.0,0.0
APLLTD,true,0.0,0.0,0.0,0.0,0.0
HFCL,true,0.0,0.0,0.0,0.0,0.0
BRIGADE,true,0.0,0.0,0.0,0.0,0.0
TEJASNET,true,0.0,0.0,0.0,0.0,0.0
CENTURYPLY,true,0.0,0.0,0.0,0.0,0.0
CHALET,true,0.0,0.0,0.0,0.0,0.0
BLS,true,0.0,0.0,0.0,0.0,0.0
KIMS,true,0.0,0.0,0.0,0.0,0.0
EXIDEIND,true,0.0,0.0,0.0,0.0,0.0
ALKYLAMINE,true,0.0,0.0,0.0,0.0,0.0
SIGNATURE,true,0.0,0.0,0.0,0.0,0.0
POLYMED,true,0.0,0.0,0.0,0.0,0.0
SUNTECK,true,0.0,0.0,0.0,0.0,0.0
ANANDRATHI,true,0.0,0.0,0.0,0.0,0.0
LXCHEM,true,0.0,0.0,0.0,0.0,0.0
SANOFI,true,0.0,0.0,0.0,0.0,0.0
EQUITASBNK,true,0.0,0.0,0.0,0.0,0.0
RITES,true,0.0,0.0,0.0,0.0,0.0
MINDACORP,true,0.0,0.0,0.0,0.0,0.0
FSL,true,0.0,0.0,0.0,0.0,0.0
MGL,true,0.0,0.0,0.0,0.0,0.0
SUVENPHAR,true,0.0,0.0,0.0,0.0,0.0
MHRIL,true,0.0,0.0,0.0,0.0,0.0
CENTURYTEX,true,0.0,0.0,0.0,0.0,0.0
TV18BRDCST,true,0.0,0.0,0.0,0.0,0.0
ROUTE,true,0.0,0.0,0.0,0.0,0.0
IIFL,true,0.0,0.0,0.0,0.0,0.0
KNRCON,true,0.0,0.0,0.0,0.0,0.0
GLS,true,0.0,0.0,0.0,0.0,0.0
CUB,true,0.0,0.0,0.0,0.0,0.0
BIKAJI,true,0.0,0.0,0.0,0.0,0.0
PNCINFRA,true,0.0,0.0,0.0,0.0,0.0
CHEMPLASTS,true,0.0,0.0,0.0,0.0,0.0
360ONE,true,0.0,0.0,0.0,0.0,0.0
RAINBOW,true,0.0,0.0,0.0,0.0,0.0
APTUS,true,0.0,0.0,0.0,0.0,0.0
GLENMARK,true,0.0,0.0,0.0,0.0,0.0
GNFC,true,0.0,0.0,0.0,0.0,0.0
TRIDENT,true,0.0,0.0,0.0,0.0,0.0
ELGIEQUIP,true,0.0,0.0,0.0,0.0,0.0
MEDPLUS,true,0.0,0.0,0.0,0.0,0.0
AFFLE,true,0.0,0.0,0.0,0.0,0.0
GILLETTE,true,0.0,0.0,0.0,0.0,0.0
AARTIIND,true,0.0,0.0,0.0,0.0,0.0
ECLERX,true,0.0,0.0,0.0,0.0,0.0
IEX,true,0.0,0.0,0.0,0.0,0.0
KSB,true,0.0,0.0,0.0,0.0,0.0
TMB,true,0.0,0.0,0.0,0.0,0.0
JBMA,true,0.0,0.0,0.0,0.0,0.0
RAJESHEXPO,true,0.0,0.0,0.0,0.0,0.0
ELECON,true,0.0,0.0,0.0,0.0,0.0
HSCL,true,0.0,0.0,0.0,0.0,0.0
MOTILALOFS,true,0.0,0.0,0.0,0.0,0.0
EPL,true,0.0,0.0,0.0,0.0,0.0
JUBLPHARMA,true,0.0,0.0,0.0,0.0,0.0
ERIS,true,0.0,0.0,0.0,0.0,0.0
NUVOCO,true,0.0,0.0,0.0,0.0,0.0
ZENSARTECH,true,0.0,0.0,0.0,0.0,0.0
SONATSOFTW,true,0.0,0.0,0.0,0.0,0.0
LEMONTREE,true,0.0,0.0,0.0,0.0,0.0
CELLO,true,0.0,0.0,0.0,0.0,0.0
NH,true,0.0,0.0,0.0,0.0,0.0
MAHSEAMLES,true,0.0,0.0,0.0,0.0,0.0
NATIONALUM,true,0.0,0.0,0.0,0.0,0.0
ASAHIINDIA,true,0.0,0.0,0.0,0.0,0.0
HINDCOPPER,true,0.0,0.0,0.0,0.0,0.0
METROPOLIS,true,0.0,0.0,0.0,0.0,0.0
SAREGAMA,true,0.0,0.0,0.0,0.0,0.0
WHIRLPOOL,true,0.0,0.0,0.0,0.0,0.0
MCX,true,0.0,0.0,0.0,0.0,0.0
IDFC,true,0.0,0.0,0.0,0.0,0.0
TANLA,true,0.0,0.0,0.0,0.0,0.0
DATAPATTNS,true,0.0,0.0,0.0,0.0,0.0
VAIBHAVGBL,true,0.0,0.0,0.0,0.0,0.0
PRAJIND,true,0.0,0.0,0.0,0.0,0.0
INOXWIND,true,0.0,0.0,0.0,0.0,0.0
GSFC,true,0.0,0.0,0.0,0.0,0.0
JKLAKSHMI,true,0.0,0.0,0.0,0.0,0.0
GODFRYPHLP,true,0.0,0.0,0.0,0.0,0.0
WELSPUNLIV,true,0.0,0.0,0.0,0.0,0.0
CGCL,true,0.0,0.0,0.0,0.0,0.0
TRIVENI,true,0.0,0.0,0.0,0.0,0.0
BALAMINES,true,0.0,0.0,0.0,0.0,0.0
EIDPARRY,true,0.0,0.0,0.0,0.0,0.0
QUESS,true,0.0,0.0,0.0,0.0,0.0
HEG,true,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,true,0.0,0.0,0.0,0.0,0.0
CENTRALBK,true,0.0,0.0,0.0,0.0,0.0
BIRLACORPN,true,0.0,0.0,0.0,0.0,0.0
GPPL,true,0.0,0.0,0.0,0.0,0.0
JBCHEPHARM,true,0.0,0.0,0.0,0.0,0.0
MAHLIFE,true,0.0,0.0,0.0,0.0,0.0
CANFINHOME,true,0.0,0.0,0.0,0.0,0.0
GRAPHITE,true,0.0,0.0,0.0,0.0,0.0
APARINDS,true,0.0,0.0,0.0,0.0,0.0
INTELLECT,true,0.0,0.0,0.0,0.0,0.0
NCC,true,0.0,0.0,0.0,0.0,0.0
MANAPPURAM,true,0.0,0.0,0.0,0.0,0.0
FINEORG,true,0.0,0.0,0.0,0.0,0.0
SHYAMMETL,true,0.0,0.0,0.0,0.0,0.0
NAVINFLUOR,true,0.0,0.0,0.0,0.0,0.0
CYIENT,true,0.0,0.0,0.0,0.0,0.0
WESTLIFE,true,0.0,0.0,0.0,0.0,0.0
MAPMYINDIA,true,0.0,0.0,0.0,0.0,0.0
NETWORK18,true,0.0,0.0,0.0,0.0,0.0
GAEL,true,0.0,0.0,0.0,0.0,0.0
MMTC,true,0.0,0.0,0.0,0.0,0.0
WELCORP,true,0.0,0.0,0.0,0.0,0.0
CROMPTON,true,0.0,0.0,0.0,0.0,0.0
GMMPFAUDLR,true,0.0,0.0,0.0,0.0,0.0
REDINGTON,true,0.0,0.0,0.0,0.0,0.0
AEGISLOG,true,0.0,0.0,0.0,0.0,0.0
POWERINDIA,true,0.0,0.0,0.0,0.0,0.0
CHENNPETRO,true,0.0,0.0,0.0,0.0,0.0
MRPL,true,0.0,0.0,0.0,0.0,0.0
MTARTECH,true,0.0,0.0,0.0,0.0,0.0
OLECTRA,true,0.0,0.0,0.0,0.0,0.0
TATAINVEST,true,0.0,0.0,0.0,0.0,0.0
KARURVYSYA,true,0.0,0.0,0.0,0.0,0.0
INDIGOPNTS,true,0.0,0.0,0.0,0.0,0.0
ALLCARGO,true,0.0,0.0,0.0,0.0,0.0
GESHIP,true,0.0,0.0,0.0,0.0,0.0
LATENTVIEW,true,0.0,0.0,0.0,0.0,0.0
JYOTHYLAB,true,0.0,0.0,0.0,0.0,0.0
HAPPSTMNDS,true,0.0,0.0,0.0,0.0,0.0
ITI,true,0.0,0.0,0.0,0.0,0.0
BALRAMCHIN,true,0.0,0.0,0.0,0.0,0.0
IOB,true,0.0,0.0,0.0,0.0,0.0
NATCOPHARM,true,0.0,0.0,0.0,0.0,0.0
GMDCLTD,true,0.0,0.0,0.0,0.0,0.0
KPIL,true,0.0,0.0,0.0,0.0,0.0
VTL,true,0.0,0.0,0.0,0.0,0.0
BSOFT,true,0.0,0.0,0.0,0.0,0.0
CESC,true,0.0,0.0,0.0,0.0,0.0
ACE,true,0.0,0.0,0.0,0.0,0.0
RADICO,true,0.0,0.0,0.0,0.0,0.0
UJJIVANSFB,true,0.0,0.0,0.0,0.0,0.0
HAPPYFORGE,true,0.0,0.0,0.0,0.0,0.0
JINDALSAW,true,0.0,0.0,0.0,0.0,0.0
FIVESTAR,true,0.0,0.0,0.0,0.0,0.0
ASTRAZEN,true,0.0,0.0,0.0,0.0,0.0
RATNAMANI,true,0.0,0.0,0.0,0.0,0.0
INDIACEM,true,0.0,0.0,0.0,0.0,0.0
VGUARD,true,0.0,0.0,0.0,0.0,0.0
FINPIPE,true,0.0,0.0,0.0,0.0,0.0
ASTERDM,true,0.0,0.0,0.0,0.0,0.0
CDSL,true,0.0,0.0,0.0,0.0,0.0
CEATLTD,true,0.0,0.0,0.0,0.0,0.0
HBLPOWER,true,0.0,0.0,0.0,0.0,0.0
NSLNISP,true,0.0,0.0,0.0,0.0,0.0
J&KBANK,true,0.0,0.0,0.0,0.0,0.0
BLUESTARCO,true,0.0,0.0,0.0,0.0,0.0
SBFC,true,0.0,0.0,0.0,0.0,0.0
CLEAN,true,0.0,0.0,0.0,0.0,0.0
KRBL,true,0.0,0.0,0.0,0.0,0.0
USHAMART,true,0.0,0.0,0.0,0.0,0.0
UCOBANK,true,0.0,0.0,0.0,0.0,0.0
KFINTECH,true,0.0,0.0,0.0,0.0,0.0
RAILTEL,true,0.0,0.0,0.0,0.0,0.0
RHIM,true,0.0,0.0,0.0,0.0,0.0
RKFORGE,true,0.0,0.0,0.0,0.0,0.0
CAMS,true,0.0,0.0,0.0,0.0,0.0
AVANTIFEED,true,0.0,0.0,0.0,0.0,0.0
RBLBANK,true,0.0,0.0,0.0,0.0,0.0
CSBBANK,true,0.0,0.0,0.0,0.0,0.0
FINCABLES,true,0.0,0.0,0.0,0.0,0.0
NUVAMA,true,0.0,0.0,0.0,0.0,0.0
RCF,true,0.0,0.0,0.0,0.0,0.0
ACI,true,0.0,0.0,0.0,0.0,0.0
SAFARI,true,0.0,0.0,0.0,0.0,0.0
SWANENERGY,true,0.0,0.0,0.0,0.0,0.0
SPARC,true,0.0,0.0,0.0,0.0,0.0
CREDITACC,true,0.0,0.0,0.0,0.0,0.0
DCMSHRIRAM,true,0.0,0.0,0.0,0.0,0.0
JUBLINGREA,true,0.0,0.0,0.0,0.0,0.0
AETHER,true,0.0,0.0,0.0,0.0,0.0
SYRMA,true,0.0,0.0,0.0,0.0,0.0
