Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
COFORGE,true,0.0,0.0,0.0,0.0,0.0
JUBLFOOD,true,0.0,0.0,0.0,0.0,0.0
AUROPHARMA,true,0.0,0.0,0.0,0.0,0.0
GODREJPROP,true,0.0,0.0,0.0,0.0,0.0
POLYCAB,true,0.0,0.0,0.0,0.0,0.0
ASHOKLEY,true,0.0,0.0,0.0,0.0,0.0
PERSISTENT,true,0.0,0.0,0.0,0.0,0.0
UPL,true,0.0,0.0,0.0,0.0,0.0
LUPIN,true,0.0,0.0,0.0,0.0,0.0
PAGEIND,true,0.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,true,0.0,0.0,0.0,0.0,0.0
HDFCAMC,true,0.0,0.0,0.0,0.0,0.0
DIXON,true,0.0,0.0,0.0,0.0,0.0
FEDERALBNK,true,0.0,0.0,0.0,0.0,0.0
BANDHANBNK,true,0.0,0.0,0.0,0.0,0.0
