Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
MUTHOOTFIN,true,2673.10009765625,-0.28,0.0,-2.79,0.0
LUPIN,true,1924.5999755859375,-2.54,0.0,0.67,0.0
MARICO,true,717.75,-1.77,0.0,2.84,0.0
INDIGO,true,6050.0,-0.6,0.0,1.4,0.0
HDFCAMC,true,5759.5,-1.18,0.0,6.14,0.0
ULTRACEMCO,true,12610.0,0.17,0.0,2.21,0.0
SBILIFE,true,1816.5999755859375,-2.28,0.0,1.0,0.0
LALPATHLAB,true,3308.5,-1.97,0.0,0.81,0.0
ABFRL,true,82.55999755859375,1.61,0.0,8.33,0.0
VEDL,true,428.20001220703125,-3.61,0.0,3.27,0.0
TCS,true,0.0,0.0,0.0,0.0,0.0
LTIM,true,0.0,0.0,0.0,0.0,0.0
JSWSTEEL,true,0.0,0.0,0.0,0.0,0.0
JINDALSTEL,true,0.0,0.0,0.0,0.0,0.0
INFY,true,0.0,0.0,0.0,0.0,0.0
DRREDDY,true,0.0,0.0,0.0,0.0,0.0
ASIANPAINT,true,0.0,0.0,0.0,0.0,0.0
TATACONSUM,true,0.0,0.0,0.0,0.0,0.0
MRF,true,0.0,0.0,0.0,0.0,0.0
JKCEMENT,true,0.0,0.0,0.0,0.0,0.0
IDEA,true,0.0,0.0,0.0,0.0,0.0
GODREJCP,true,0.0,0.0,0.0,0.0,0.0
COROMANDEL,true,0.0,0.0,0.0,0.0,0.0
CHAMBLFERT,true,0.0,0.0,0.0,0.0,0.0
ABFRL,true,0.0,0.0,0.0,0.0,0.0
VOLTAS,true,0.0,0.0,0.0,0.0,0.0
TATASTEEL,true,0.0,0.0,0.0,0.0,0.0
TATAMOTORS,true,0.0,0.0,0.0,0.0,0.0
SIEMENS,true,0.0,0.0,0.0,0.0,0.0
MPHASIS,true,0.0,0.0,0.0,0.0,0.0
HAVELLS,true,0.0,0.0,0.0,0.0,0.0
EXIDEIND,true,0.0,0.0,0.0,0.0,0.0
BANDHANBNK,true,0.0,0.0,0.0,0.0,0.0
ASTRAL,true,0.0,0.0,0.0,0.0,0.0
TRENT,true,0.0,0.0,0.0,0.0,0.0
NTPC,true,0.0,0.0,0.0,0.0,0.0
NATIONALUM,true,0.0,0.0,0.0,0.0,0.0
MRF,true,0.0,0.0,0.0,0.0,0.0
MANAPPURAM,true,0.0,0.0,0.0,0.0,0.0
M&MFIN,true,0.0,0.0,0.0,0.0,0.0
LT,true,0.0,0.0,0.0,0.0,0.0
INDIAMART,true,0.0,0.0,0.0,0.0,0.0
COLPAL,true,0.0,0.0,0.0,0.0,0.0
BRITANNIA,true,0.0,0.0,0.0,0.0,0.0
APOLLOTYRE,true,0.0,0.0,0.0,0.0,0.0
TATAMOTORS,true,0.0,0.0,0.0,0.0,0.0
SYNGENE,true,0.0,0.0,0.0,0.0,0.0
NESTLEIND,true,0.0,0.0,0.0,0.0,0.0
