Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
ABB,true,7717.5498046875,2.65,0.0,-5.34,0.0
AEGISLOG,true,837.3499755859375,2.5,0.0,8.57,0.0
ARE&M,true,1403.1500244140625,-1.05,0.0,-6.77,0.0
ANSALAPI,true,11.579999923706055,14.88,0.0,2.54,0.0
BOMDYEING,true,212.25,2.12,0.0,-3.73,0.0
ASIANHOTNR,true,175.1999969482422,-5.76,0.0,0.62,0.0
ATUL,true,7990.4501953125,1.29,0.0,-0.78,0.0
BAJAJELEC,true,982.5999755859375,-2.13,0.0,4.39,0.0
BAJAJHIND,true,39.060001373291016,-0.03,0.0,-8.33,0.0
FORCEMOT,true,7079.10009765625,-8.17,0.0,-7.29,0.0
BAJFINANCE,true,7425.2998046875,1.47,0.0,1.55,0.0
BALRAMCHIN,true,571.7000122070312,0.7,0.0,-5.18,0.0
BANCOINDIA,true,667.0999755859375,-1.97,0.0,-0.24,0.0
CENTURYTEX,true,2788.10009765625,15.8,0.0,0.95,0.0
BANARISUG,true,3387.75,-2.67,0.0,4.93,0.0
BASF,true,6640.85009765625,-2.01,0.0,2.66,0.0
BATAINDIA,true,1428.5,1.55,0.0,-3.16,0.0
BEML,true,3937.699951171875,-0.45,0.0,4.15,0.0
BEL,true,291.6499938964844,2.82,0.0,-5.26,0.0
BEPL,true,158.14999389648438,-3.18,0.0,-1.36,0.0
BINANIIND,true,17.270000457763672,16.77,0.0,-0.6,0.0
BIRLACABLE,true,269.70001220703125,2.31,0.0,-2.75,0.0
BLUESTARCO,true,1818.199951171875,5.49,0.0,1.18,0.0
DISAQ,true,18128.05078125,0.99,0.0,-0.29,0.0
BPL,true,116.3499984741211,0.04,0.0,-3.76,0.0
OAL,true,507.45001220703125,-0.08,0.0,-3.9,0.0
CENTEXT,true,26.0,0.31,0.0,-3.28,0.0
CESC,true,194.8000030517578,3.7,0.0,-3.32,0.0
CHAMBLFERT,true,508.0,1.38,0.0,-3.68,0.0
EXIDEIND,true,479.79998779296875,-0.66,0.0,-1.99,0.0
CIPLA,true,1657.0999755859375,2.8,0.0,-2.65,0.0
DICIND,true,722.0999755859375,0.5,0.0,-1.44,0.0
CRISIL,true,4671.85009765625,1.25,0.0,3.3,0.0
CGPOWER,true,729.4000244140625,8.28,0.0,-3.27,0.0
DABUR,true,664.5999755859375,3.1,0.0,1.15,0.0
DALMIASUG,true,468.8500061035156,3.8,0.0,-3.42,0.0
ARVIND,true,396.8500061035156,0.95,0.0,-2.14,0.0
BHEL,true,266.0,0.83,0.0,-9.21,0.0
HINDPETRO,true,413.20001220703125,-4.87,0.0,3.6,0.0
IFCI,true,69.81999969482422,-1.41,0.0,-5.49,0.0
MTNL,true,56.470001220703125,1.38,0.0,-7.78,0.0
MRPL,true,188.75,-4.36,0.0,-4.82,0.0
CHENNPETRO,true,881.5,-4.22,0.0,-5.75,0.0
SBIN,true,788.0499877929688,0.7,0.0,-4.05,0.0
SAIL,true,130.64999389648438,1.01,0.0,-3.25,0.0
TITAN,true,3763.39990234375,1.88,0.0,3.55,0.0
IDBI,true,87.94000244140625,-0.51,0.0,-6.66,0.0
DCW,true,92.7699966430664,0.4,0.0,13.85,0.0
DHAMPURSUG,true,212.25,-3.24,0.0,-2.49,0.0
DIAMINESQ,true,555.7999877929688,0.1,0.0,-2.04,0.0
ELANTAS,true,11822.2001953125,-0.33,0.0,-1.34,0.0
DRREDDY,true,6683.89990234375,0.21,0.0,-5.11,0.0
EIDPARRY,true,809.2000122070312,-4.23,0.0,1.79,0.0
PGHL,true,5302.39990234375,0.89,0.0,1.13,0.0
ELECTCAST,true,230.64999389648438,9.94,0.0,-1.99,0.0
ESABINDIA,true,6262.35009765625,1.55,0.0,2.17,0.0
EPL,true,249.6999969482422,-2.04,0.0,2.39,0.0
ESTER,true,164.3000030517578,20.06,0.0,-2.42,0.0
FINCABLES,true,1411.5999755859375,-0.19,0.0,-2.74,0.0
COCKERILL,true,0.0,0.0,0.0,0.0,0.0
UFLEX,true,761.9000244140625,-1.73,0.0,1.8,0.0
FOSECOIND,true,4670.75,-3.19,0.0,-1.63,0.0
GOLDENTOBC,true,41.52000045776367,0.34,0.0,-3.97,0.0
GANESHBE,true,158.9499969482422,-3.17,0.0,-1.59,0.0
GTL,true,14.289999961853027,5.54,0.0,-4.11,0.0
GODFRYPHLP,true,6647.4501953125,-7.73,0.0,10.73,0.0
GODREJIND,true,1203.4000244140625,-0.69,0.0,19.34,0.0
KANSAINER,true,316.1499938964844,3.2,0.0,3.32,0.0
GOODYEAR,true,1163.1500244140625,-0.64,0.0,-0.15,0.0
GHCL,true,678.1500244140625,3.44,0.0,-6.12,0.0
GFLLIMITED,true,85.1500015258789,5.74,0.0,-1.09,0.0
GLFL,true,7.659999847412109,-5.67,0.0,-5.69,0.0
HCL-INSYS,true,15.609999656677246,-1.95,0.0,-2.39,0.0
HDFCBANK,true,1666.0,1.77,0.0,0.25,0.0
HEROMOTOCO,true,5803.39990234375,1.08,0.0,5.33,0.0
HFCL,true,150.39999389648438,-1.6,0.0,2.28,0.0
HSCL,true,562.5999755859375,6.26,0.0,1.39,0.0
HCC,true,45.029998779296875,-2.87,0.0,-1.78,0.0
HINDOILEXP,true,241.6999969482422,-1.55,0.0,-6.35,0.0
AGI,true,910.4500122070312,1.19,0.0,-4.95,0.0
HINDZINC,true,489.6000061035156,0.58,0.0,-2.64,0.0
NDLVENTURE,true,114.9000015258789,0.97,0.0,4.88,0.0
HMT,true,87.37000274658203,5.01,0.0,-0.98,0.0
HLVLTD,true,19.6200008392334,-4.15,0.0,-2.66,0.0
IGPL,true,637.6500244140625,-2.2,0.0,-3.16,0.0
INDIAGLYCO,true,1223.449951171875,-5.21,0.0,-6.98,0.0
INDORAMA,true,58.619998931884766,21.72,0.0,0.86,0.0
INFY,true,1950.3499755859375,2.53,0.0,-2.11,0.0
INGERRAND,true,4283.85009765625,-0.64,0.0,2.09,0.0
IONEXCHANG,true,665.5999755859375,0.06,0.0,2.35,0.0
ATFL,true,809.4500122070312,-2.91,0.0,-0.38,0.0
JISLJALEQS,true,69.30000305175781,0.74,0.0,-2.72,0.0
JINDALPOLY,true,820.4500122070312,1.42,0.0,0.94,0.0
JSWSTEEL,true,955.25,2.39,0.0,-0.85,0.0
UMANGDAIRY,true,107.0999984741211,2.78,0.0,-4.18,0.0
KAJARIACER,true,1446.050048828125,0.57,0.0,6.15,0.0
KAKATCEM,true,218.89999389648438,-2.86,0.0,-1.68,0.0
KSL,true,798.75,6.2,0.0,-3.04,0.0
WHIRLPOOL,true,2110.60009765625,-4.93,0.0,1.72,0.0
KIRLOSBROS,true,1645.050048828125,-0.11,0.0,-8.8,0.0
KIRLOSIND,true,5483.4501953125,-1.16,0.0,-2.65,0.0
KIRLFER,true,669.9000244140625,-4.54,0.0,2.07,0.0
KOTAKBANK,true,1826.9000244140625,3.57,0.0,-0.97,0.0
KSB,true,893.4000244140625,-0.28,0.0,-2.94,0.0
LGBBROSLTD,true,1387.949951171875,-1.79,0.0,2.74,0.0
TRENT,true,7210.64990234375,1.66,0.0,-1.04,0.0
LAXMIMACH,true,16243.75,0.77,0.0,7.78,0.0
LICHSGFIN,true,704.0,1.37,0.0,3.02,0.0
LUPIN,true,2246.85009765625,-0.46,0.0,0.78,0.0
LYKALABS,true,158.9499969482422,-3.05,0.0,8.0,0.0
RAMCOCEM,true,841.2999877929688,1.37,0.0,-0.16,0.0
HYBRIDFIN,true,13.210000038146973,-4.62,0.0,0.87,0.0
MAHSEAMLES,true,659.4500122070312,-1.32,0.0,-0.57,0.0
MAHSCOOTER,true,10273.5,1.74,0.0,3.77,0.0
MANALIPETC,true,85.76000213623047,-0.36,0.0,-5.07,0.0
MFSL,true,1150.3499755859375,2.64,0.0,4.22,0.0
MIRCELECTR,true,26.790000915527344,-1.76,0.0,-4.95,0.0
CENTENKA,true,757.0499877929688,4.81,0.0,-1.43,0.0
MODTHREAD,true,63.849998474121094,5.03,0.0,3.12,0.0
LORDSCHLO,true,142.89999389648438,-3.25,0.0,-1.5,0.0
SPICEJET,true,63.02000045776367,2.54,0.0,-1.76,0.0
MOREPENLAB,true,94.02999877929688,5.25,0.0,12.1,0.0
MRF,true,135909.046875,1.18,0.0,-0.4,0.0
