Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
ZOMATO,true,0.0,0.0,0.0,0.0,0.0
MAXHEALTH,true,0.0,0.0,0.0,0.0,0.0
BAJFINANCE,true,0.0,0.0,0.0,0.0,0.0
LTIM,true,0.0,0.0,0.0,0.0,0.0
DMART,true,0.0,0.0,0.0,0.0,0.0
APOLLOHOSP,true,0.0,0.0,0.0,0.0,0.0
BAJAJFINSV,true,0.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,true,0.0,0.0,0.0,0.0,0.0
TCS,true,0.0,0.0,0.0,0.0,0.0
POWERGRID,true,0.0,0.0,0.0,0.0,0.0
BHARTIARTL,true,0.0,0.0,0.0,0.0,0.0
HDFCBANK,true,0.0,0.0,0.0,0.0,0.0
NAUKRI,true,0.0,0.0,0.0,0.0,0.0
SBILIFE,true,0.0,0.0,0.0,0.0,0.0
TATAPOWER,true,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,true,0.0,0.0,0.0,0.0,0.0
WIPRO,true,0.0,0.0,0.0,0.0,0.0
TECHM,true,0.0,0.0,0.0,0.0,0.0
INDUSINDBK,true,0.0,0.0,0.0,0.0,0.0
ADANIGREEN,true,0.0,0.0,0.0,0.0,0.0
ADANIPORTS,true,0.0,0.0,0.0,0.0,0.0
INFY,true,0.0,0.0,0.0,0.0,0.0
AXISBANK,true,0.0,0.0,0.0,0.0,0.0
HDFCLIFE,true,0.0,0.0,0.0,0.0,0.0
NTPC,true,0.0,0.0,0.0,0.0,0.0
HCLTECH,true,0.0,0.0,0.0,0.0,0.0
GAIL,true,0.0,0.0,0.0,0.0,0.0
ICICIBANK,true,0.0,0.0,0.0,0.0,0.0
JIOFIN,true,0.0,0.0,0.0,0.0,0.0
SBIN,true,0.0,0.0,0.0,0.0,0.0
