Name,Selected,Price,Change,OI Change,Change Prev,OI Change Prev
TATAMTRDVR,true,0.0,0.0,0.0,0.0,0.0
BALKRISIND,true,0.0,0.0,0.0,0.0,0.0
HEROMOTOCO,true,0.0,0.0,0.0,0.0,0.0
BAJAJ-AUTO,true,0.0,0.0,0.0,0.0,0.0
TVSMOTOR,true,0.0,0.0,0.0,0.0,0.0
APOLLOTYRE,true,0.0,0.0,0.0,0.0,0.0
EICHERMOT,true,0.0,0.0,0.0,0.0,0.0
MARUTI,true,0.0,0.0,0.0,0.0,0.0
M&M,true,0.0,0.0,0.0,0.0,0.0
MRF,true,0.0,0.0,0.0,0.0,0.0
ASHOKLEY,true,0.0,0.0,0.0,0.0,0.0
TATAMOTORS,true,0.0,0.0,0.0,0.0,0.0
EXIDEIND,true,0.0,0.0,0.0,0.0,0.0
MOTHERSON,true,0.0,0.0,0.0,0.0,0.0
BHARATFORG,true,0.0,0.0,0.0,0.0,0.0
BOSCHLTD,true,0.0,0.0,0.0,0.0,0.0
